City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
280,Padang,ID,-0.9492,100.3543,73.45,70,100,2.48,overcast clouds
281,Barcelos,PT,41.5388,-8.6151,63.28,91,0,3.2,clear sky
282,Hvolsvollur,IS,63.7533,-20.2243,56.8,89,26,3.65,scattered clouds
283,Vanimo,PG,-2.6741,141.3028,85.28,67,100,4.81,overcast clouds
284,Nobres,BR,-14.7203,-56.3275,59.16,23,5,5.23,clear sky
285,Minab,IR,27.1467,57.0801,87.3,43,23,3.22,few clouds
286,Bireun,ID,5.203,96.7009,80.26,70,100,3.85,overcast clouds
287,Muzhi,RU,65.3667,64.6667,49.14,83,100,15.28,overcast clouds
288,Shingu,JP,33.7333,135.9833,85.19,56,0,4.41,clear sky
289,Puerto Colombia,CO,10.9878,-74.9547,82.49,87,87,16.13,overcast clouds
290,Boende,CD,-0.2167,20.8667,73.54,50,73,0.83,broken clouds
291,Sanchor,IN,24.7553,71.7722,82.58,80,74,16.58,broken clouds
292,Oga,IT,46.4631,10.347,55.69,93,33,3.62,scattered clouds
293,Pinawa,CA,50.1489,-95.8811,71.35,49,80,0.76,broken clouds
294,Souillac,MU,-20.5167,57.5167,69.37,83,75,25.32,light rain
295,Bani,DO,18.2833,-70.3333,79.75,81,0,9.06,clear sky
296,Nanortalik,GL,60.1432,-45.2371,45.82,83,100,17.4,overcast clouds
297,Arrecife,ES,28.963,-13.5477,71.67,83,0,21.85,clear sky
298,Keti Bandar,PK,24.1447,67.4497,81.95,84,100,22.77,overcast clouds
299,Bihac,BA,44.8169,15.8708,68.9,55,0,3.89,clear sky
300,Labuhan,ID,-6.8844,112.2051,80.8,71,62,7.94,broken clouds
301,Nouadhibou,MR,20.931,-17.0347,67.98,94,52,12.66,broken clouds
302,Meulaboh,ID,4.1363,96.1285,77.92,85,100,2.42,overcast clouds
303,Gambela,ET,8.25,34.5833,70.59,87,100,1.1,overcast clouds
304,Qingyuan,CN,23.7,113.0333,86.92,75,98,2.21,overcast clouds
305,Rocha,UY,-34.4833,-54.3333,39.56,84,6,4.92,clear sky
306,Husavik,IS,66.0449,-17.3389,51.71,93,96,2.08,overcast clouds
307,Shenjiamen,CN,29.9576,122.298,80.89,85,88,4.07,overcast clouds
308,Ancud,CL,-41.8697,-73.8203,44.13,86,100,9.78,overcast clouds
309,Rio Grande,BR,-32.035,-52.0986,38.95,73,14,8.66,few clouds
310,Ulkan,RU,57.243,107.3223,72.3,46,0,5.21,clear sky
311,Noumea,NC,-22.2763,166.4572,78.78,99,1,15.46,clear sky
312,Rawson,AR,-43.3002,-65.1023,54.1,45,28,13.58,scattered clouds
313,Touros,BR,-5.1989,-35.4608,77.9,81,20,12.35,few clouds
314,Ovalle,CL,-30.5983,-71.2003,57.2,53,0,1.92,clear sky
315,Desaguadero,PE,-16.5656,-69.0417,46.49,53,37,6.22,scattered clouds
316,Maniitsoq,GL,65.4167,-52.9,46.38,76,5,11.25,clear sky
317,Someshwar,IN,13.5,75.0667,76.37,95,100,2.24,overcast clouds
318,Klyuchevskiy,RU,53.5317,119.4519,66.54,53,4,8.48,clear sky
319,Nemuro,JP,43.3236,145.575,75.63,96,94,10.07,overcast clouds
320,Porto Novo,BJ,6.4965,2.6036,78.62,87,10,5.57,clear sky
321,Troitsko-Pechorsk,RU,62.7084,56.1964,43.92,84,21,3.2,few clouds
322,Udachnyy,RU,66.4167,112.4,74.64,34,63,8.43,broken clouds
323,Port-Cartier,CA,50.0334,-66.8654,62.82,87,100,4.72,overcast clouds
324,Voh,NC,-20.9667,164.7,77.43,53,1,9.08,clear sky
325,Aksu,CN,41.1231,80.2644,88.72,21,100,6.85,overcast clouds
326,Saint-Jean-De-Braye,FR,47.913,1.9771,57.92,88,0,2.3,clear sky
327,Saint-Joseph,RE,-21.3667,55.6167,68.38,81,57,15.9,light rain
328,Raudeberg,NO,61.9875,5.1352,60.19,94,100,15.3,overcast clouds
329,Luderitz,NA,-26.6481,15.1594,64.29,39,0,10.51,clear sky
330,Urumqi,CN,43.801,87.6005,76.15,34,0,4.47,clear sky
331,Ifakara,TZ,-8.1333,36.6833,62.76,79,1,2.1,clear sky
332,Sande,DE,53.5049,8.0142,60.01,79,46,12.88,scattered clouds
333,Sandwick,GB,60.0,-1.25,53.42,100,90,8.05,fog
334,Khovu-Aksy,RU,51.1333,93.6,57.16,50,100,1.5,overcast clouds
335,Anadyr,RU,64.75,177.4833,41.5,87,75,15.66,light intensity shower rain
336,Pozo Colorado,PY,-23.4923,-58.7972,43.57,45,9,4.88,clear sky
337,Adre,TD,13.4667,22.2,73.24,79,38,3.15,scattered clouds
338,Susehri,TR,40.1644,38.0867,56.73,91,15,2.95,few clouds
339,Itarema,BR,-2.9248,-39.9167,78.13,85,46,9.66,scattered clouds
340,Timaru,NZ,-44.4,171.25,53.44,69,38,6.2,scattered clouds
341,Novoanninskiy,RU,50.5287,42.6747,67.39,82,100,4.27,overcast clouds
342,Orlik,RU,52.5178,99.825,52.16,85,100,2.37,overcast clouds
343,Ucluelet,CA,48.9329,-125.5528,90.95,81,21,1.99,few clouds
