City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
203,Staryy Nadym,RU,65.6118,72.6842,49.66,94,96,16.22,light rain
204,Cidreira,BR,-30.1811,-50.2056,45.91,69,6,8.93,clear sky
205,Cabiraoan,PH,18.3238,122.086,85.55,70,100,1.52,overcast clouds
206,Westport,US,41.1415,-73.3579,74.32,93,90,1.01,light rain
207,Rawson,AR,-43.3002,-65.1023,53.85,50,32,15.86,scattered clouds
208,Kodiak,US,57.79,-152.4072,56.71,67,90,9.22,overcast clouds
209,Olga,RU,43.7444,135.2892,79.63,72,100,2.35,overcast clouds
210,Ketchikan,US,55.3422,-131.6461,64.87,77,90,8.05,overcast clouds
211,Puerto Escondido,MX,15.85,-97.0667,79.63,78,90,6.91,overcast clouds
212,Road Town,VG,18.4167,-64.6167,82.44,83,40,10.36,scattered clouds
213,Kapit,MY,2.0167,112.9333,74.41,99,100,1.48,overcast clouds
214,Manoel Urbano,BR,-8.8389,-69.2597,66.52,47,1,3.31,clear sky
215,Harper,LR,4.375,-7.7169,76.1,85,74,5.37,light rain
216,Kindu,CD,-2.95,25.95,70.48,73,24,1.77,few clouds
217,Yaqui,MX,27.3667,-110.1667,99.16,43,43,11.88,scattered clouds
218,Alta Gracia,AR,-31.6529,-64.4283,49.37,34,0,3.8,clear sky
219,Kruisfontein,ZA,-34.0033,24.7314,49.62,81,1,6.6,clear sky
220,Guerrero Negro,MX,27.9769,-114.0611,76.03,69,9,21.23,clear sky
221,Esperance,AU,-33.8667,121.9,54.82,70,93,22.97,overcast clouds
222,Jiuquan,CN,39.7432,98.5174,78.08,20,0,2.08,clear sky
223,Plettenberg Bay,ZA,-34.0527,23.3716,53.55,75,6,5.19,clear sky
224,Yumen,CN,40.2833,97.2,78.22,21,0,13.73,clear sky
225,Besskorbnaya,RU,44.6447,41.311,61.7,71,0,5.46,clear sky
226,Grindavik,IS,63.8424,-22.4338,58.55,94,0,4.61,clear sky
227,Rantauprapat,ID,2.1,99.8333,74.35,85,100,2.55,light rain
228,Basoko,CD,1.2391,23.616,71.11,87,19,0.74,light rain
229,Belmonte,BR,-15.8631,-38.8828,73.9,89,16,12.8,few clouds
230,Tulum,MX,20.2167,-87.4667,86.05,76,42,7.76,scattered clouds
231,Nabire,ID,-3.3667,135.4833,79.59,81,97,0.81,overcast clouds
232,Flin Flon,CA,54.7682,-101.865,85.05,26,19,10.85,few clouds
233,Ocos,GT,14.5094,-92.1933,83.32,87,99,8.84,overcast clouds
234,Komsomolskiy,UZ,40.4272,71.7189,79.52,22,56,2.3,broken clouds
235,Vestmannaeyjar,IS,63.4427,-20.2734,54.97,89,62,2.8,broken clouds
236,Ouadda,CF,8.0777,22.4007,66.22,97,77,3.15,broken clouds
237,Sidney,AU,-33.8679,151.2073,57.79,56,0,1.01,clear sky
238,Teya,RU,60.3778,92.6267,54.63,94,100,1.03,overcast clouds
239,Male,MV,4.1748,73.5089,84.15,79,75,10.36,broken clouds
240,Konevo,RU,62.1215,39.3192,57.63,99,99,2.37,overcast clouds
241,Tamiahua,MX,21.2667,-97.45,84.67,69,100,11.72,overcast clouds
242,Susurluk,TR,39.9136,28.1578,76.78,57,0,1.95,clear sky
243,Cockburn Town,TC,21.4612,-71.1419,82.18,79,0,20.2,clear sky
244,Codrington,AU,-38.2667,141.9667,50.61,62,42,24.87,scattered clouds
245,Tasiilaq,GL,65.6145,-37.6368,48.36,73,51,3.87,broken clouds
246,Dingle,PH,10.9995,122.6711,83.12,78,97,11.52,overcast clouds
247,Katra,IN,32.9833,74.95,72.66,97,99,3.53,overcast clouds
248,Port Macquarie,AU,-31.4333,152.9167,60.89,38,0,4.74,clear sky
249,Ilulissat,GL,69.2167,-51.1,48.22,81,98,3.44,overcast clouds
250,Igrim,RU,63.1906,64.4162,47.08,97,73,4.47,broken clouds
251,Phaltan,IN,17.9833,74.4333,73.47,81,100,10.94,overcast clouds
252,Ucluelet,CA,48.9329,-125.5528,96.04,75,20,1.01,few clouds
253,Kenai,US,60.5544,-151.2583,60.03,78,90,11.5,overcast clouds
254,Miranda,CO,3.2499,-76.2281,73.53,85,60,5.93,broken clouds
255,Saint-Joseph,RE,-21.3667,55.6167,68.38,82,59,16.26,light rain
256,Rabo De Peixe,PT,37.8,-25.5833,69.31,88,40,6.91,scattered clouds
257,Egvekinot,RU,66.3167,-179.1667,34.39,98,100,4.16,overcast clouds
258,Arraial Do Cabo,BR,-22.9661,-42.0278,62.92,57,51,22.91,broken clouds
259,Mocuba,MZ,-16.8392,36.9856,59.74,93,37,2.06,scattered clouds
260,Pacifica,US,37.6138,-122.4869,96.55,76,75,5.01,broken clouds
261,Salalah,OM,17.0151,54.0924,77.09,94,90,11.5,light intensity drizzle
262,Sovetskiy,RU,61.3614,63.5842,43.21,82,40,4.76,scattered clouds
263,Northam,GB,51.0333,-4.2167,60.01,95,100,26.17,overcast clouds
264,Wanning,CN,18.8003,110.3967,82.99,79,99,6.67,overcast clouds
265,Dolzhanskaya,RU,46.6311,37.8039,74.91,69,85,4.23,overcast clouds
266,Gladstone,AU,-23.85,151.25,69.78,32,1,10.36,light rain
267,Inawashiro,JP,37.5667,140.1167,79.68,81,68,2.26,broken clouds
268,Finnsnes,NO,69.2296,17.9811,48.16,82,80,3.94,broken clouds
269,Honiara,SB,-9.4333,159.95,86.32,66,2,5.61,clear sky
270,Sur,OM,22.5667,59.5289,91.13,51,100,17.49,overcast clouds
271,Zaysan,KZ,47.4667,84.8667,65.79,35,100,3.74,overcast clouds
272,Chapais,CA,49.7834,-74.8492,56.98,95,73,11.45,broken clouds
273,Santiago,CL,-33.4569,-70.6483,61.18,34,0,8.05,clear sky
274,Sirsa,IN,29.5333,75.0167,82.71,81,24,5.88,few clouds
275,Meulaboh,ID,4.1363,96.1285,76.55,88,99,2.82,moderate rain
276,Vallenar,CL,-28.5708,-70.7581,59.36,35,0,2.35,clear sky
277,Paraiso,CR,9.8383,-83.8656,69.89,80,59,2.1,broken clouds
278,Bandarbeyla,SO,9.4942,50.8122,77.07,76,100,29.35,overcast clouds
279,Gao,ML,16.6362,1.637,87.67,48,91,10.22,overcast clouds
280,Svetlyy,RU,54.675,20.1347,60.85,73,64,10.0,broken clouds
281,Constitucion,CL,-35.3333,-72.4167,51.66,76,0,2.86,clear sky
282,Kongolo,CD,-5.3833,27.0,75.06,40,0,5.26,clear sky
