City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
427,Umm Kaddadah,SD,86.54,overcast clouds,13.6017,26.6876,
428,Asosa,ET,59.83,light rain,10.0667,34.5333,Blendana Hotel Assosa
429,Hasaki,JP,82.8,few clouds,35.7333,140.8333,Hotel Sunrise Choshi
430,Luang Prabang,LA,78.76,mist,19.8856,102.1347,Villa Oasis
431,Fraga,ES,74.57,clear sky,41.5229,0.3489,Hotel Casanova
432,Bulgan,MN,61.36,clear sky,48.8125,103.5347,Unitel Булган салбар
434,Marawi,PH,80.65,overcast clouds,7.9986,124.2928,Derogongan Residence
436,Winneba,GH,77.47,scattered clouds,5.3511,-0.6231,Windy Lodge & Beach Resort
438,Tecoanapa,MX,81.95,overcast clouds,16.5167,-98.75,Hotel Manglares
439,Shunyi,CN,74.84,light rain,40.125,116.6453,Beijing Mingchen Holiday Hotel
440,Kenai,US,60.03,overcast clouds,60.5544,-151.2583,Aspen Extended Stay Suites
442,Warrington,GB,58.86,moderate rain,53.3925,-2.5802,Patten Arms Hotel
443,Obo,CF,66.85,overcast clouds,5.3998,26.4869,
445,Pasighat,IN,76.82,overcast clouds,28.0667,95.3333,Siang Guest House
446,Schruns,AT,57.18,scattered clouds,47.0709,9.9475,Hotel Zimba
448,Golborne,GB,58.55,light rain,53.4769,-2.5965,"Holiday Inn Haydock M6, JCT.23, an IHG Hotel"
449,Inza,RU,61.23,clear sky,53.8533,46.3586,Natali
450,Basoko,CD,70.75,scattered clouds,1.2391,23.616,Jackyna Hotel
453,Road Town,VG,82.44,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
454,Bridlington,GB,57.29,overcast clouds,54.0831,-0.1919,Expanse Bridlington Seafront Hotel
456,Chifeng,CN,66.07,light rain,42.2683,118.9636,Junyu Tiancheng Hotel
457,Craigieburn,AU,55.78,clear sky,-37.6,144.95,Juscelina Drive
458,Naze,JP,83.32,overcast clouds,28.3667,129.4833,奄美ポートタワーホテル
459,Boshnyakovo,RU,70.03,overcast clouds,49.6333,142.1667,
460,East London,ZA,57.6,clear sky,-33.0153,27.9116,Tu Casa
461,Bolgar,RU,66.11,few clouds,54.95,49.0667,Dakar
462,Kalush,UA,63.37,scattered clouds,49.0119,24.3731,Kasablanka
463,Gongzhuling,CN,79.11,moderate rain,43.5008,124.8198,如家旅馆
464,Zyryanovsk,KZ,59.99,overcast clouds,49.7386,84.2719,Гостиница «ЭВЕРЕСТ»
465,Solton,RU,60.13,broken clouds,52.8429,86.4787,
466,Ulladulla,AU,59.88,clear sky,-35.35,150.4667,Sandpiper Motel
467,Moose Factory,CA,55.4,overcast clouds,51.2585,-80.6094,Moosonee Lilypad
468,Amazar,RU,68.97,clear sky,53.858,120.875,Гостиничный Комплекс Уют
469,Hailun,CN,76.24,overcast clouds,47.45,126.9333,Wanhao Hotel
470,Abu Kamal,SY,88.56,clear sky,34.4506,40.9171,محطة التلفاز
471,Inhambane,MZ,64.08,clear sky,-23.865,35.3833,Oceano
472,Cantaura,VE,71.26,overcast clouds,9.3057,-64.3584,Hotel Lorenzana
473,Namatanai,PG,85.55,few clouds,-3.6667,152.4333,Seagulls Inn Namatani
475,Alofi,NU,78.69,broken clouds,-19.0595,-169.9187,Taloa Heights
476,Palaikastron,GR,80.02,clear sky,35.2,26.25,Marina Village
477,Payo,ID,77.61,few clouds,-3.7508,103.6372,Mess keban agung
479,Ondarroa,ES,66.61,broken clouds,43.3167,-2.4167,Hotel Arbe
480,Miri,MY,78.94,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
483,Mattru,SL,72.3,broken clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
484,Lingao,CN,84.87,light rain,19.9103,109.6859,Lingao Ditai Inn
485,Oxbow,CA,78.75,overcast clouds,49.2333,-102.1676,Bow Manor Motor Hotel
486,Damphu,BT,70.92,overcast clouds,27.0721,90.1096,
487,Pontianak,ID,76.98,light rain,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
488,Lakes Entrance,AU,57.18,clear sky,-37.8811,147.981,The Esplanade Resort & Spa
489,Lashio,MM,71.96,overcast clouds,22.9333,97.75,Hotel CF Lashio - Burmese Only
491,Port Hedland,AU,69.85,overcast clouds,-20.3167,118.5667,The Esplanade Hotel
492,Karratha,AU,71.02,clear sky,-20.7377,116.8463,ibis Styles Karratha
493,Pemangkat,ID,81.39,broken clouds,1.1667,108.9667,Ramah Kost KITA
494,Palembang,ID,78.89,haze,-2.9167,104.7458,ASTON Palembang Hotel & Conference Center
495,Devecser,HU,70.12,clear sky,47.1032,17.438,Széki tó
496,Dakar,SN,82.53,scattered clouds,14.6937,-17.4441,Redface Studios Meublés
499,Banjar,ID,80.46,broken clouds,-8.19,114.9675,The Hamsa Resort
500,Senigallia,IT,79.29,few clouds,43.7093,13.2167,Hotel Universal
501,Saraland,US,86.56,broken clouds,30.8207,-88.0706,Microtel Inn & Suites by Wyndham Saraland/North Mobile
503,Nishihara,JP,83.86,scattered clouds,26.1842,127.7558,Minshuku Agaihama
504,Heze,CN,76.44,clear sky,35.2431,115.4411,Hanting Express Heze North Mudang Road University Town
505,Herat,AF,68.18,clear sky,34.5,62.0,
506,Lastoursville,GA,74.86,broken clouds,-0.8143,12.7287,Auberge Bon Coin 02
507,Dzhebariki-Khaya,RU,68.32,clear sky,62.2167,135.8,
508,Canaries,ES,65.39,few clouds,28.0,-15.5,Villa del Monte
509,Flinders,AU,60.06,clear sky,-34.5833,150.8552,Shellharbour Resort & Conference Centre
510,Ixtapa,MX,87.22,broken clouds,20.7,-105.2,Hotel Plaza Providencia
511,Altamira,BR,72.55,broken clouds,-3.2033,-52.2064,Requinte Hotel
512,Tanete,ID,83.37,overcast clouds,-3.9443,119.7848,Wisma Tri Multi
513,Saquarema,BR,60.82,overcast clouds,-22.92,-42.5103,Hotel Fazenda Sol e Lua
514,Marrakesh,MA,84.27,scattered clouds,31.6315,-8.0083,Novotel Marrakech Hivernage
515,Panji,ID,83.25,few clouds,-7.7253,114.0995,Rumah andre
516,Tokmak,UA,68.25,broken clouds,47.2514,35.7058,Дом приезжих
517,Natal,BR,79.02,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
518,Soyo,AO,71.65,clear sky,-6.1349,12.3689,Hotel Mpampa
519,Moranbah,AU,76.84,clear sky,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
520,Coos Bay,US,83.32,broken clouds,43.3665,-124.2179,Best Western Holiday Hotel
521,Acapulco,MX,85.82,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
522,Xining,CN,65.7,clear sky,36.6167,101.7667,Super Leisure Hotel
523,Takoradi,GH,75.58,scattered clouds,4.8845,-1.7554,Raybow International Hotel
526,Mabaruma,GY,73.69,overcast clouds,8.2,-59.7833,Monty Brooms Guest House
527,Pipar,IN,80.22,overcast clouds,26.3856,73.5378,Aadam Mansion
528,Matara,LK,78.78,few clouds,5.9485,80.5353,Amaloh Boutique Resort
530,Giyani,ZA,55.81,clear sky,-23.3025,30.7187,Kulani Country Lodge
531,Volokonovka,RU,65.44,broken clouds,50.4827,37.8563,Gostievoi dom v Volokonovkie na Iesienina
532,Aiken,US,89.94,clear sky,33.5835,-81.5998,Aiken Cottages
533,Qinhuangdao,CN,74.12,overcast clouds,39.9317,119.5883,Qinhuangdao Peninsula Seasons Hotel And Apartment
534,Los Llanos De Aridane,ES,69.55,overcast clouds,28.6585,-17.9182,Valle Aridane
535,Haimen,CN,84.09,overcast clouds,23.1935,116.6142,Jinghao Business Hotel
536,Vao,NC,71.58,clear sky,-22.6667,167.4833,Hotel Kou-Bugny
537,Mezimesti,CZ,62.53,scattered clouds,50.6246,16.2421,Penzion Ruprechtice
538,Gamboma,CG,73.8,few clouds,-1.8764,15.8644,Residence N'Keni
539,Southbridge,US,70.34,light rain,42.0751,-72.0334,Southbridge Hotel & Conference Center
540,Tahta,EG,84.52,broken clouds,26.7693,31.5021,El Salam Hotel
541,Parnamirim,BR,78.69,few clouds,-5.9156,-35.2628,Pousada Joaci
542,Xam Nua,LA,71.49,overcast clouds,20.4197,104.0439,Xee Wang Guesthouse
543,Koge,DK,62.58,light rain,55.458,12.1821,Centralhotellet
546,Leh,IN,61.7,overcast clouds,34.1667,77.5833,Hotel Ladakh Greens
547,Shimoda,JP,84.56,scattered clouds,34.6667,138.95,Shimoda Tokyu Hotel
548,Uaua,BR,73.65,clear sky,-9.8414,-39.4817,Hotel Uauá
549,Tateyama,JP,89.15,broken clouds,34.9833,139.8667,Tateyama Seaside Hotel
551,Kimbe,PG,88.25,light rain,-5.5502,150.1429,Kimbe Bay Hotel
552,Ornskoldsvik,SE,63.55,overcast clouds,63.2909,18.7153,ファーストホテル スタット
553,Port Keats,AU,85.37,clear sky,-14.25,129.55,TDC Village (Hundred Man Camp)
555,Guerrero Negro,MX,75.85,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
556,Bowen,AU,71.82,clear sky,-20.0167,148.2333,Castle Motor Lodge Motel
557,Sault Sainte Marie,CA,68.29,clear sky,46.5168,-84.3333,Comfort Inn
558,Piacabucu,BR,72.66,clear sky,-10.4056,-36.4344,Piaçabuçu News
559,Pachino,IT,88.59,clear sky,36.7186,15.0907,Pietra Bianca B&B
560,Skegness,GB,58.05,overcast clouds,53.1436,0.3363,The Royal Hotel
561,Palmer,US,71.08,overcast clouds,42.1584,-72.3287,Wedgewood Motel
562,Tezu,IN,76.1,overcast clouds,27.9167,96.1667,Circuit House
564,Dire,ML,73.53,overcast clouds,12.2833,-10.9667,
565,Ishii,JP,86.31,few clouds,34.0667,134.4333,ホテルハッピースノーマン
566,Axim,GH,75.78,scattered clouds,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
567,Saint-Martin-De-Crau,FR,73.38,clear sky,43.6395,4.8127,Hotel Residence La Transhumance
568,Boa Vista,BR,78.78,scattered clouds,2.8197,-60.6733,Aipana Plaza Hotel
570,Laje,BR,73.22,clear sky,-10.1833,-40.9667,NN Pousada
571,Ngunguru,NZ,64.17,overcast clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
572,Lodja,CD,68.83,scattered clouds,-3.4833,23.4333,
573,Torbay,CA,60.67,few clouds,47.6666,-52.7314,Gallows Cove
574,Yerbogachen,RU,70.47,clear sky,61.2767,108.0108,
575,Antofagasta,CL,63.21,clear sky,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
576,Gat,IL,81.39,clear sky,31.61,34.7642,OlusHome
577,Sarishabari,BD,78.03,overcast clouds,24.7333,89.8333,Miraj Hasan Mehedi
578,Baoding,CN,74.35,overcast clouds,38.8511,115.4903,Xiu Lan Hotel
579,Lahad Datu,MY,82.65,scattered clouds,5.0268,118.327,The 27th House
580,Nampula,MZ,60.75,few clouds,-15.1165,39.2666,BUTIK Hotel
581,Tomatlan,MX,82.98,clear sky,19.9333,-105.25,El Salvial
582,Contramaestre,CU,84.18,broken clouds,20.2978,-76.2414,Hotel Caribeño
583,Sant Julia De Loria,AD,67.1,few clouds,42.4625,1.4825,Hotel Restaurant Folch
584,Zabaykalsk,RU,70.54,overcast clouds,49.6333,117.3167,Zheleznyy Mir
585,Virginia Beach,US,87.87,broken clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
586,Puerto Madryn,AR,56.35,clear sky,-42.7692,-65.0385,Hotel Tolosa
587,Mingrelskaya,RU,69.24,clear sky,45.0134,38.3379,
591,Saumur,FR,59.81,broken clouds,47.3333,-0.25,Hôtel la Longue Vue
593,Ilmajoki,FI,61.36,broken clouds,62.7333,22.5667,KesäHostelli Ilmajoki
594,Praya,CV,77.54,broken clouds,14.9215,-23.5087,LT Aparthotel
595,Dzerzhinsk,RU,61.45,mist,56.2389,43.4631,Hotel Druzhba
596,Brigantine,US,78.85,overcast clouds,39.4101,-74.3646,Legacy Vacation Resorts Brigantine Beach
597,Phalaborwa,ZA,61.88,clear sky,-23.943,31.1411,Bothabelo Bed and Breakfast
598,Ankazoabo,MG,61.93,clear sky,-22.2833,44.5167,ENCEIN BUREAU CISCO
600,Cuddapah,IN,80.06,overcast clouds,14.4667,78.8167,State guest house
601,Santa Cruz De La Palma,ES,73.54,overcast clouds,28.6835,-17.7642,H10 Taburiente Playa
602,Mahibadhoo,MV,82.15,broken clouds,3.7833,72.9667,Omadhoo Inn
603,Harnai,PK,84.33,few clouds,30.1005,67.9374,Shah g hotel and restaurant
604,Singaraja,ID,82.06,scattered clouds,-8.112,115.0882,Puri Bagus Lovina Resort
605,Lykhivka,UA,69.98,scattered clouds,48.6874,33.9228,
606,Lasa,IT,61.63,clear sky,46.6166,10.7002,Pension Feldgärtenhof
608,Bereda,ES,58.91,clear sky,43.2686,-7.5406,Pazo de Verdes
609,Kathmandu,NP,71.82,broken clouds,27.7167,85.3167,Hotel Shanker Kathmandu
610,Birao,CF,71.44,light rain,10.2849,22.7882,
611,Ibra,OM,84.06,overcast clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
612,Dolinsk,RU,82.26,scattered clouds,47.35,142.8,"Gostinitsa ""Yubileynaya"""
613,Torata,PE,57.87,clear sky,-17.0769,-70.8433,Lodging Sra. Tina Vera
614,Annau,TM,78.3,broken clouds,37.8876,58.516,Buzmein Sokak
615,Eyemouth,GB,58.84,overcast clouds,55.8713,-2.0901,Redhall Cottage
616,Cam Ranh,VN,85.96,clear sky,11.9214,109.1591,OYO 598 Peony Hotel
617,Meppen,DE,58.33,few clouds,52.6906,7.291,Hotel Pöker
619,Silopi,TR,84.92,clear sky,37.2497,42.4694,"Özenler Residence Otel, Şırnak Silopi"
620,Fengkou,CN,83.71,clear sky,30.0833,113.2667,君悦大酒店
621,Mitzic,GA,67.93,broken clouds,0.7821,11.549,Motel Emys
622,Quzhou,CN,83.79,overcast clouds,28.9594,118.8686,Quzhou Jiujiu Business Hotel
625,Safranbolu,TR,60.8,clear sky,41.2508,32.6942,Canbulat & Canbulat Tourism
626,Acari,PE,65.71,broken clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
627,Ottawa,CA,65.66,broken clouds,45.4112,-75.6981,Delta Hotels by Marriott Ottawa City Centre
628,Maksatikha,RU,59.05,few clouds,57.797,35.8825,"Hotel ""Mologa"""
629,Quatre Cocos,MU,69.1,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
630,Zhuhai,CN,81.72,light intensity shower rain,22.2769,113.5678,Nanyang Seascape Hotel Zhuhai Hotel
631,Hambantota,LK,77.34,few clouds,6.1241,81.1185,Bungalow 63
632,Primorsko-Akhtarsk,RU,73.42,few clouds,46.0497,38.1747,Guest House on 50 let Oktyabrya
633,A Coruna,ES,64.94,overcast clouds,43.3713,-8.396,Hotel Zenit Coruña
634,Oda,JP,81.37,clear sky,35.1833,132.5,Sky Hotel Oda
635,Peniche,PT,64.29,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
636,Nizhyn,UA,64.49,broken clouds,51.048,31.8869,Park Hotel
638,Miraflores,MX,72.25,overcast clouds,19.2167,-98.8083,Hotel Mansión
639,Valverde Del Camino,ES,73.72,clear sky,37.5751,-6.7543,HOTEL MONTEAROMA (ulamde hotelera S.L.)
640,Juntas,CR,76.21,scattered clouds,10.2809,-84.9595,Hotel Pueblo Antiguo Abangares and Hot Springs
642,Wanning,CN,86.5,overcast clouds,18.8003,110.3967,Paradise Hotel
643,Zhigansk,RU,66.99,clear sky,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
644,Alekseyevsk,RU,73.99,few clouds,57.8406,108.3492,
645,Sao Miguel Do Araguaia,BR,71.02,clear sky,-13.275,-50.1628,Hotel Executivo Palace
646,Horizonte,BR,80.01,few clouds,-4.1,-38.4833,OYO Pousada Horizonte
647,Buraydah,SA,88.25,scattered clouds,26.326,43.975,فندق راحة السلام
648,Grand-Santi,GF,72.75,overcast clouds,4.25,-54.3833,Hotel La Villa Couacou
649,Sawakin,SD,89.96,overcast clouds,19.1059,37.3321,فندق الدويم
650,Bet Shemesh,IL,79.57,clear sky,31.7496,34.9888,Bethlehem Suites Dreams
651,Maura,NO,56.43,broken clouds,60.25,11.0167,Kringler guesthouse AS
652,Westport,US,73.8,light rain,41.1415,-73.3579,The Westport Inn
653,Bud,US,84.29,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
654,Ambulu,ID,79.32,broken clouds,-8.345,113.6058,Hotel Ambulu Jember
655,Chunskiy,RU,58.12,overcast clouds,56.0815,99.6342,Odisseya
656,Jiuquan,CN,81.77,clear sky,39.7432,98.5174,Jiuquan Hotel
657,Atar,MR,85.73,overcast clouds,20.5169,-13.0499,Oumou Elghoura
658,Djibo,BF,83.61,broken clouds,14.1022,-1.6306,Centre Des Ressources DPENA
659,Ceglie Messapica,IT,83.53,clear sky,40.6439,17.5155,B&B Sant'Anna
661,Bubaque,GW,78.73,moderate rain,11.2833,-15.8333,"Casa Dora, Bubaque"
662,Sitangkai,PH,84.38,broken clouds,4.6628,119.3928,
663,Fengzhen,CN,76.42,clear sky,40.4394,113.1536,Feng Zhen Hotel
664,Bandarbeyla,SO,76.78,overcast clouds,9.4942,50.8122,JABIR HOTEL
665,Ayia Anna,CY,82.69,clear sky,34.9399,33.4843,Anna Village Cyprus Bed and Breakfast
666,Vila Velha,BR,66.15,broken clouds,-20.3297,-40.2925,Quality Suites Vila Velha
667,Cedar City,US,77.97,clear sky,37.6775,-113.0619,Hampton Inn Cedar City
668,Wilmington,US,83.03,clear sky,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
669,Camacari,BR,76.77,clear sky,-12.6975,-38.3242,Hotel Cambuci
670,Cayhagan,PH,84.16,overcast clouds,9.6697,122.4256,Melrose Beach Resort
671,North Bend,US,83.25,broken clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
672,Berezovyy,RU,59.02,overcast clouds,51.6667,135.7,"Hotel ""Phoenix"""
673,Cururupu,BR,75.38,few clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
674,Qui Nhon,VN,87.91,scattered clouds,13.7667,109.2333,Hoang Yen Canary Hotel
676,Cosala,MX,82.11,broken clouds,24.4125,-106.6908,Hotel Real del Conde
677,Sol-Iletsk,RU,69.62,light rain,51.1631,54.9918,Raduzhnaya
678,Tevaitoa,PF,78.22,light rain,-16.7833,-151.5,Hôtel Raiatea Lodge
681,Puerto Leguizamo,CO,71.08,overcast clouds,-0.1934,-74.7819,la casona de juancho
682,Dauphin,CA,82.54,clear sky,51.1494,-100.0502,Canway Inn & Suites
684,Ust-Uda,RU,55.09,overcast clouds,54.1742,103.0304,Gostinitsa Ust'-Uda Shans
686,Tamworth,GB,59.49,overcast clouds,52.634,-1.6959,Premier Inn Tamworth Central hotel
687,Taksimo,RU,71.56,clear sky,56.3444,114.8794,"Gostinitsa ""Viktoriya"""
689,Aljezur,PT,60.15,clear sky,37.3191,-8.8033,Amazigh Hostel
690,Inyonga,TZ,60.21,clear sky,-6.7167,32.0667,Eden Rock Lodge
691,Uva,RU,64.47,overcast clouds,56.9908,52.1852,B&B Zhemchuzhina
692,Okha,RU,59.41,light rain,53.5739,142.9478,Империя
693,Nyurba,RU,70.56,few clouds,63.2842,118.3319,Gostinitsa Alrosa
694,Salvador,SV,77.4,overcast clouds,13.8333,-88.9167,Chico's Ranch
695,Novyy Urgal,RU,78.67,few clouds,51.0736,132.5642,
696,Aketi,CD,69.93,overcast clouds,2.7388,23.7833,
